author,title,description,content,date
Sylvia Spruck Wrigley,Space ageing why sci fi novels shun the badass older woman,The lack of galactic grandmothers in visions of the future reflects ageism and sexism in the here and now. By Sylvia Spruck Wrigley,"In the film Terminator Dark Fate, Linda Hamilton plays Sarah Connor as an older woman a demographic thats rarer in science fiction novels.Credit Kerry Brown Paramount Everett Collection As women get old, they gain a superpower invisibility. And not only i 7791 chars ",2019-11-25T00:00:00Z
Chris Enloe,Navy Secretary shoots down NY Times report claiming he threatened to resign in protest of Trump,The New York Times claimed Saturday that Navy Secretary Richard Spencer threatened to resign in protest over President Donald Trump's alleged push to further intervene in the case of Navy SEAL Eddie Gallagher. The Times reported The secretary of the Navy and,The New York Times claimed Saturday that Navy Secretary Richard Spencer threatened to resign in protest over President Donald Trump's alleged push to further intervene in the case of Navy SEAL Eddie Gallagher. The Times reported The secretary of the Navy a 1528 chars ,2019-11-24T18:25:56Z
Sylvia Spruck Wrigley,Space ageing why sci fi novels shun the badass older woman,The lack of galactic grandmothers in visions of the future reflects ageism and sexism in the here and now. By Sylvia Spruck Wrigley,"In the film Terminator Dark Fate, Linda Hamilton plays Sarah Connor as an older woman a demographic thats rarer in science fiction novels.Credit Kerry Brown Paramount Everett Collection As women get old, they gain a superpower invisibility. And not only i 7791 chars ",2019-11-25T00:00:00Z
ROB GILLIES,Secretary of Navy says Trumps tweet is not a formal order,"HALIFAX, Nova Scotia AP The secretary of the U.S. Navy said Saturday he doesnt consider a tweet by President Donald Trump an order and would need a formal order to stop a review of a sailor who could lose his status as a Navy Seal. I need a formal order","HALIFAX, Nova Scotia AP The secretary of the U.S. Navy said Saturday he doesnt consider a tweet by President Donald Trump an order and would need a formal order to stop a review of a sailor who could lose his status as a Navy Seal. I need a formal order 2790 chars ",2019-11-23T23:37:26Z
bozo007,107 10 Cashback at Holiday Inn and Holiday Inn Express through Halifax Rewards Halifax Customers Min Spend 50 ,Spend at least 50 and get 10 back in your account. Maximum reward 50. One use only. Likely account specific. Expires Jan 6. br br Halifax Rewards is for those with a Halifax current account. Offers vary by account out of the 30 offers showing up for ,Spend at least 50 and get 10 back in your account. Maximum reward 50. One use only. Likely account specific. Expires Jan 6.Halifax Rewards is for those with a Halifax current account. Offers vary by account out of the 30 offers showing up for me right now 316 chars ,2019-11-09T18:31:59Z
,Audax Private Equity Completes the Sale of AAMP Global to The Halifax Group,"BOSTON BUSINESS WIRE Audax Private Equity Audax , in partnership with management, has completed the sale of AAMP Global AAMP, or the Company to The Halifax Group. Headquartered in Clearwater, FL, AAMP is a leading global supplier of vehicle and r","BOSTON BUSINESS WIRE Audax Private Equity Audax , in partnership with management, has completed the sale of AAMP Global AAMP, or the Company to The Halifax Group. Headquartered in Clearwater, FL, AAMP is a leading global supplier of vehicle and relate 3340 chars ",2019-11-06T15:06:11Z
ROB GILLIES,US security adviser says world silent on China camps,"HALIFAX, Nova Scotia AP President Donald Trumps new national security adviser is criticizing what he says is silence from the rest of the world over Chinas confinement of more than 1 million Muslims in reeducation camps, linking the lack of a global out","HALIFAX, Nova Scotia AP President Donald Trumps new national security adviser is criticizing what he says is silence from the rest of the world over Chinas confinement of more than 1 million Muslims in reeducation camps, linking the lack of a global outcry 3600 chars ",2019-11-23T20:39:23Z
Dana Gee,Pressure to marry and have kids is still weirdly a thing as new Chelsea Peretti film points out,Halifax based director and writing partner take personal experience with the old maid concept and turn it into fresh funny look at society's hang ups for women in new film Spinster,Whistler Film Festival When on until Dec. 8 Where Whistler Tickets and info whistlerfilmfestival.com When director Andrea Dorfman and screenwriter Jennifer Deyell put the word out for a late thirty something female actor to star in their new film Spinst 8845 chars ,2019-12-02T19:00:53Z
The Associated Press,"White House not planning to intervene in SEAL case for now, Navy official says","The White House will not intervene in a disciplinary proceeding that could cost Edward Gallagher his position in the elite SEAL unit, a senior Navy official said.","WASHINGTON The Navy has been notified that the White House will not intervene to stop a disciplinary proceeding that could cost a SEAL his position in the elite unit, a senior Navy official said Sunday. Although President Donald Trump had tweeted on Thursday 3446 chars ",2019-11-24T19:42:21Z
kellie43, SA Free BBQ Lunch at The Rob Roy for First 200 People,"After the success of October, the BBQ Kings said push on, the FIRST 200 EAT FREE Book now to secure your place at our November Sunday Session. Limit 4 tickets per person. Sun., 24 November 2019 12 00 pm 3 00 pm ACDT Rob Roy Hotel 106 Halifax Street Adelaid","After the success of October, the BBQ Kings said push on, the FIRST 200 EAT FREE Book now to secure your place at our November Sunday Session. Limit 4 tickets per person. Sun., 24 November 2019 12 00 pm 3 00 pm ACDT Rob Roy Hotel 106 Halifax Street Ad 14 chars ",2019-11-13T11:11:05Z
Graham Dunn,Virgin launches Canadian codeshare with Delta partner WestJet,Virgin Atlantic is to begin codesharing with WestJet on points to and within Canada.,"Virgin Atlantic is to begin codesharing with WestJet on points to and within Canada. The co operation, which begins on 19 November, sees the UK carrier codeshare with the Canadian partner of its shareholder Delta Air Lines. Delta, which holds a 49 stake 526 chars ",2019-11-18T18:09:15Z
Lauren O'Neil,Toronto Star to discontinue free daily StarMetro newspapers,"The slow, painful death march of print media continues this week with the imminent closure of all StarMetro newspapers across Canada. Torstar Corporation, which eight years ago purchased a majority of the popular Metro free daily newspaper in Canada and rebra","The slow, painful death march of print media continues this week with the imminent closure of all StarMetro newspapers across Canada. Torstar Corporation, which eight years ago purchased a majority of the popular Metro free daily newspaper in Canada and rebr 2284 chars ",2019-11-19T22:19:09Z
Dhwani Mehta,US OBrien Still hope for US China deal this year Reuters,"US National Security Adviser OBrien told media while addressing a security conference in Halifax on Saturday, a preliminary trade agreement with Chin",Note All information on this page is subject to change. The use of this website constitutes acceptance of our user agreement. Please read our privacy policy and legal disclaimer. Trading foreign exchange on margin carries a high level of risk and may not be 1278 chars ,2019-11-24T03:23:57Z
,Tech hubs in smaller cities gaining traction as companies hunt for labour CityNews Vancouver,"TORONTO A new report says Toronto still dominates Canadas tech scene, but smaller markets are making inroads as companies compete to find talent. The report by real estate services firm CBRE notes that while Torontos tech talent pool grew by 54 per cent b","TORONTO A new report says Toronto still dominates Canadas tech scene, but smaller markets are making inroads as companies compete to find talent. The report by real estate services firm CBRE notes that while Torontos tech talent pool grew by 54 per cent be 987 chars ",2019-11-26T12:05:45Z
,Tech hubs in smaller cities gaining traction as companies hunt for labour CityNews Calgary,"TORONTO A new report says Toronto still dominates Canadas tech scene, but smaller markets are making inroads as companies compete to find talent. The report by real estate services firm CBRE notes that while Torontos tech talent pool grew by 54 per cent b","TORONTO A new report says Toronto still dominates Canadas tech scene, but smaller markets are making inroads as companies compete to find talent. The report by real estate services firm CBRE notes that while Torontos tech talent pool grew by 54 per cent be 987 chars ",2019-11-26T12:05:45Z
"DeMarco Williams, Contributor, DeMarco Williams, Contributor https://www.forbes.com/sites/forbestravelguide/people/demarcowilliams/",Take An Incredible Canadian Voyage With Silversea Cruises,Expect elevated amenities and adventures aboard the Silver Spirit. Forbes Travel Guide gives you an inside look.,"Silver Spirit Silversea Cruises Silversea Cruises, a luxury cruise line that has been making waves in the high end travel market since 1994, is no stranger to leading smaller vessels on big adventures. But what its doing with 2020s Legends of Cruising exped 12040 chars ",2019-11-06T13:18:07Z
Ian Bickis,"Toronto still dominating Canadas tech industry, while smaller markets continue to grow The Globe and Mail","A report by real estate services firm CBRE notes that while Torontos tech talent pool grew by 54 per cent between 2013 and 2018 to reach 228,500, numerous smaller cities have also notched strong gains","Toronto still dominates Canadas tech scene but smaller markets are making inroads as companies compete to find talent, a new report says. The report by real estate services firm CBRE notes that while Torontos tech talent pool grew by 54 per cent between 2013 2756 chars ",2019-11-26T13:31:16Z
By Steve Scherer,U.S. Navy Secretary says he did not threaten to resign in dispute with Trump,The U.S. Navy Secretary said on Saturday he did not threaten to resign amid a disagreement with President Donald Trump over whether a Navy SEAL convicted of battlefield misconduct should face a board of peers who may oust him from the elite force. The New Yor,"By Steve Scherer HALIFAX, Nova Scotia Reuters The U.S. Navy Secretary said on Saturday he did not threaten to resign amid a disagreement with President Donald Trump over whether a Navy SEAL convicted of battlefield misconduct should face a board of peers 2405 chars ",2019-11-23T20:54:24Z
Steve Scherer,"Exclusive U.S. Navy secretary backs SEAL's expulsion review, despite Trump objection","U.S. Navy Secretary Richard Spencer said on Friday a Navy SEAL convicted of battlefield misconduct should face a board of peers weighing whether to oust him from the elite force, despite President Donald Trump's assertion that he not be expelled.","HALIFAX, Nova Scotia Reuters U.S. Navy Secretary Richard Spencer said on Friday a Navy SEAL convicted of battlefield misconduct should face a board of peers weighing whether to oust him from the elite force, despite President Donald Trumps assertion that 1645 chars ",2019-11-22T21:35:30Z
Mark Moore,Navy SEAL Eddie Gallagher says hes being retaliated against in war crimes case,"Navy SEAL Eddie Gallagher thanked President Trump for intervening in his war crimes case and said top brass in the elite commando unit are retaliating against him. Im overjoyed he stepped in again, being the leader he is, Gallagher told Fox Friends dur","Navy SEAL Eddie Gallagher thanked President Trump for intervening in his war crimes case and said top brass in the elite commando unit are retaliating against him. Im overjoyed he stepped in again, being the leader he is, Gallagher told Fox amp Friends 951 chars ",2019-11-24T14:13:18Z
Jon Levine,Top Navy officials threaten to resign if Trump keeps disgraced SEAL Edward Gallagher,"Top officials in the US Navy threatened to resign or be fired should President Trump follow through with an order to keep disgraced Navy SEAL Edward Gallagher in the service, The New York Times reported. The threats from Navy Secretary Richard Spencer and Rea","Top officials in the US Navy threatened to resign or be fired should President Trump follow through with an order to keep disgraced Navy SEAL Edward Gallagher in the service, The New York Times reported. The threats from Navy Secretary Richard Spencer and Re 1014 chars ",2019-11-23T20:19:04Z
spida667,101 lynx ice Breaker 250ml 2 Asda Halifax,"lynx ice Breaker XXL can 250ml fornd in ASDA halifax. No idea if its nation wide. br br img src "" data image ""3344668 dhe20"" data height ""577"" data width ""271"" alt ""3344668 dhe20.jpg"" ","hotukdealsPart of Pepper The World's Largest Deal Community hotukdeals is a community for deal seekers. Find and share the best deals, promotional codes and vouchers from on and off the web.",2019-11-27T18:20:00Z
Mark Travers Ph.D.,What Pick Up Lines Work Best on Men ,New research examines female flirtation tactics.,"Male pick up lines tend to be of two kinds badand worse.""You're hot, can I have your number """"Can you recommend a good drink "" ""Can I get a picture of you so I can show Santa what I want for Christmas These are just a fewofthegems in the male pick up 3067 chars ",2019-11-25T14:45:31Z
Mark Travers Ph.D.,What Pick Up Lines Work Best on Men ,New research examines female flirtation tactics.,"Male pick up lines tend to be of two kinds badand worse.""You're hot, can I have your number """"Can you recommend a good drink "" ""Can I get a picture of you so I can show Santa what I want for Christmas These are just a fewofthegems in the male pick up 3114 chars ",2019-11-25T14:45:31Z
Canadian Peace Congress,Defeating the US EU NATO Axis of Domination A Global De Colonial Imperative,"The Canadian Peace Congress, in cooperation with a number of local peace and anti imperialist organizations, is pleased to announce the upcoming tour of Ajamu Baraka from November 11 16, 2019. During his visit, Mr. Baraka will visit five urban centres across ","The Canadian Peace Congress, in cooperation with a number of local peace and anti imperialist organizations, is pleased to announce the upcoming tour of Ajamu Baraka from November 11 16, 2019. During his visit, Mr. Baraka will visit five urban centres across 2828 chars ",2019-11-09T14:33:12Z
SA Transcripts,Killam Properties Inc KMPPF CEO Philip Fraser on Q3 2019 Results Earnings Call Transcript,"Killam Properties Inc OTC KMPPF Q3 2019 Earnings Conference Call November 06, 2019 12 00 PM ET Company Participants Philip Fraser President and Chief Execut","Killam Properties Inc OTC KMPPF Q3 2019 Earnings Conference Call November 6, 2019 12 00 PM ET Company Participants Philip Fraser President and Chief Executive Officer Robert Richardson Executive Vice President Dale Noseworthy Chief Financial Offic 31125 chars ",2019-11-09T21:25:46Z
wmorgan@politico.com (Wesley Morgan),Trump's strain with Pentagon inspires talk of more departures,"The ouster of Navy Secretary Richard Spencer was just the latest collision between military leaders and the president, who has repeatedly ignored or overruled their advice.",Outgoing Secretary of the Navy Spencers acknowledgment of termination letter says that he cannot in good conscience obey an order he believes violates the sacred oath he took amp that he and POTUS disagree on the key principle of good order and discipline p 7654 chars ,2019-11-26T01:00:13Z
David Kaminski-Morrow,Condor restores bird logo as it separates from Thomas Cook,"German leisure carrier Condor has reverted to a previous corporate logo for its fleet, distancing the airline from its collapsed former parent Thomas Cook Group.","German leisure carrier Condor has reverted to a previous corporate logo for its fleet, distancing the airline from its collapsed former parent Thomas Cook Group. Condor has unveiled the scheme on a Boeing 767 300ER D ABUF and says all the aircraft in its f 1060 chars ",2019-12-03T20:15:47Z
Robin Bacior,"Basia Bulat announces new Jim James produced album Are You in Love , shares Your Girl Stream","The folk singer songwriter will pair the spring release with a string of North American tour dates. Basia Bulat announces new Jim James produced album Are You in Love , shares Your Girl Stream Robin Bacior","Basia Bulat has announced a new album calledAre You in Love . Due out March 27th via Secret City Records, the effort is being previewed with the first track, Your Girl. In addition, the Canadian singer songwriter has revealed a string of North American tour 3963 chars ",2019-11-19T21:00:28Z
Ed Cara,Canadian Therapist Gives Up License After Satanists Expose Her 'Mind Control' Talks,"Activists with The Satanic Temple say a now former therapist in Canada has been pushing conspiracies about globe spanning, mind controlling cults for years. And after they exposed some of her professional talks to her licensing board, she voluntarily gave up ","Activists with The Satanic Temple say a now former therapist in Canada has been pushing conspiracies about globe spanning, mind controlling cults for years. And after they exposed some of her professional talks to her licensing board, she voluntarily gave up 11388 chars ",2019-11-05T18:10:00Z
,'IT IS DISAPPOINTING' Province reacts to elementary teachers' job action plan Toronto Sun,'IT IS DISAPPOINTING' Province reacts to elementary teachers' job action plan Toronto Sun Ontario public elementary school teachers to begin work to rule campaign Nov. 26 CTV News Elementary teachers' union could launch work to rule job action this month CBC,"Ontarios public school elementary teachers will begin withdrawing some services Nov. 26 but their union president is telling parents it wont impact their childrens education or safety. Sam Hammond, president of the Elementary Teachers Federation of Ontar 3643 chars ",2019-11-14T19:49:00Z
Mike Butcher,Dating.com acquires Dil Mil app for South Asian expats as dating apps consolidate,Following the recent news about the Badoo and Bumble and Badoo exit there is more consolidation in the dating app space. It seems many dating apps are running for the exits ahead of the launch of dating on Facebook. The Dating.com Group an investment of SDV,Following the recent news about theBadoo andBumble and Badoo exit there is more consolidation in the dating app space. It seems many dating apps are running for the exits ahead of the launch of dating on Facebook. TheDating.com Group an investment of SD 2506 chars ,2019-11-25T15:30:05Z
Marcia Dunn,SpaceX delays space station delivery due to high wind CP24 Toronto's Breaking News,SpaceX delays space station delivery due to high wind CP24 Toronto's Breaking News LAUNCH DAY SpaceX CRS 19 Launchpad Livestream NASASpaceflight Upper level winds scrub SpaceX launch attempt on Wednesday Updated Ars Technica Boeing delays crew capsule tes,"CAPE CANAVERAL, Fla. SpaceX has delayed its delivery to the International Space Station because of dangerous wind gusts. The Falcon 9 rocket came less than an hour from launching Wednesday. But the company halted the countdown because of excessive upper le 794 chars ",2019-12-04T20:09:00Z
,K pop singer Jung Joon youn sentenced to 6 years in prison for rape CBC.ca,"K pop singer Jung Joon youn sentenced to 6 years in prison for rape CBC.ca K pop stars Jung Joon young, Choi Jong hoon sentenced for rape Global News 2 K pop stars get prison terms for sexual crimes Yahoo News Canada South Korea rape convictions destroy K pop","A South Korean court sentenced aK pop musician to six years in prison on Friday for raping awoman and distributing a video capturing the act, in a case thatdrew attention to the darker side of the country's lucrativeentertainment industry. Jung Joon youn 1696 chars ",2019-11-29T14:32:00Z
,'They can find out anything' Leaked documents show China's surveillance of Uighurs worldwide CBC.ca,'They can find out anything' Leaked documents show China's surveillance of Uighurs worldwide CBC.ca Secret documents reveal how China operates mass detention camps Global News Data leak reveals how China 'brainwashes' Uighurs in prison camps BBC News China D,"A trove of secret documents has revealed China's efforts to track members of its Uighur population living around the world, as well as the government's attempts to arrest Uighurs with foreign citizenship upon their return to China, including Canadians. The d 9190 chars ",2019-11-24T18:00:00Z
Simon Little,3 people deported amid RCMP investigation into Surrey brawls caught on camera Global News,3 people deported amid RCMP investigation into Surrey brawls caught on camera Global News 3 suspects deported from Canada after series of Surrey assaults CBC.ca Surrey police transition from RCMP will mean belt tightening in other areas Vancouver Sun Surrey R,"Surrey RCMP says three people have been deported amid investigations into at least two brawls captured on video in the Newton area. Police said theyd been actively engaged in the issue, and were looking into 50 people involved in the large groups of youth 2818 chars ",2019-11-19T23:38:32Z
Laura Kane,"Report predicts drug resistance likely to kill 400,000 Canadians by 2050 CTV News","Report predicts drug resistance likely to kill 400,000 Canadians by 2050 CTV News More deaths, fewer joint replacements, huge costs The superbug crisis is already here, report warns National Post Drug resistance likely to kill 400,000 Canadians by 2050, repo","VANCOUVER Superbugs are likely to kill nearly 400,000 Canadians and cost the economy about 400 billion in gross domestic product over the next 30 years, warns a landmark report. An expert panel cautions in ""When Antibiotics Fail The growing cost of anti 5780 chars ",2019-11-12T11:38:00Z
The Canadian Press,"Report predicts drug resistance likely to kill 400,000 Canadians by 2050 North Island Gazette","Report predicts drug resistance likely to kill 400,000 Canadians by 2050 North Island Gazette How to protect yourself against superbugs and antibiotic resistance CTV News Drug resistance likely to kill 400,000 Canadians by 2050, report predicts CBC.ca More de","Superbugs are likely to kill nearly 400,000 Canadians and cost the economy about 400 billion in gross domestic product over the next 30 years, warns a landmark report. An expert panel cautions in When Antibiotics Fail The growing cost of antimicrobial res 5929 chars ",2019-11-12T16:00:00Z
Joe Rossignol,Apple's Black Friday Gift Card Promotion Begins in United States,"Apple's four day Black Friday shopping event is now live in the United States, offering customers free Apple Store gift cards worth up to 200 with the purchase of select new Apple products. Gift card values in the United States 200 for 13 inch MacBook Pro,","Apple's four day Black Friday shopping event is now live in the United States, offering customers free Apple Store gift cards worth up to 200 with the purchase of select new Apple products. Gift card values in the United States ul li 200 for 13 inch Ma 1379 chars ",2019-11-29T11:49:05Z
GREGORY KATZ,Early release of convicted terrorist under scrutiny after London Bridge attack Global News,Early release of convicted terrorist under scrutiny after London Bridge attack Global News London Bridge attacker's early release from prison under scrutiny CBC.ca UK PM Johnson pressured on jail terms after London Bridge attack Reuters Canada Terrorist who p,"Usman Khan was convicted on terrorism charges but let out of prison early. He attended a Learning Together conference for ex offenders, and used the event to launch a bloody attack, stabbing two people to death and wounding three others. Police shot him de 7306 chars ",2019-11-30T18:07:55Z
,Ron MacLean addresses Don Cherry controversy as he scores honorary degree from University of Alberta Edmonton Journal,Longtime national sports broadcaster Ron MacLean said he hopes to continue his friendship with former co host Don Cherry after his controversial termination from Hockey Night in Canada.MacLean was ,Longtime national sports broadcaster Ron MacLean said he hopes to continue his friendship with former co host Don Cherry after his controversial termination from Hockey Night in Canada. MacLean was in Edmonton Tuesday to receive an honorary degree from the U 2908 chars ,2019-11-20T01:10:51Z
Kelly McLaughlin,"The Ukrainian orphan at the center of an adoption scandal says she's a teenager, and none of her adoptive parents' claims are true","Natalia Grace Barnett and the couple with whom she now lives sat down with Dr. Phil for an interview airing on Thursday. Natalia, who has a rare form of dwarfism that makes it difficult to gauge her age, was thought to be somewhere between 6 and 8 when Michae",The Ukrainian orphan at the center of an adoption scandal in Indiana is breaking her silence this week in an interview with Dr. Phil. Natalia Grace Barnett and the couple who she now lives with sat down with Dr. Phil for a segment airing on Thursday. Through 1438 chars ,2019-11-04T20:22:22Z
The Canadian Press,University of Alberta students call on school to fire assistant lecturer who denies the Holodomor The Globe and Mail,University of Alberta students call on school to fire assistant lecturer who denies the Holodomor The Globe and Mail Alberta university students want lecturer who denies Ukrainian famine fired Calgary Herald Calls to oust University of Alberta lecturer over g,"The University of Alberta campus is pictured in Edmonton, Alta., in an Aug. 26, 2016, file photo. CODIE MCLACHLAN The Globe and Mail Some University of Alberta students want the school to fire an assistant lecturer who denies the Holodomor, the mass genocid 2642 chars ",2019-11-29T16:50:29Z
"Bhinder Sajan, Andrew Weichel",B.C. unveils tough new regulations to crack down on youth vaping CTV News,"B.C. unveils tough new regulations to crack down on youth vaping CTV News Youth vaping crackdown B.C. to hike PST on vaping products, limit nicotine content Global News B.C. government moves to tax, restrict vaping products in bid to protect youth The Globe ",VANCOUVER The B.C. government has announced tough new regulations in an attempt to curb the growing trend of vaping among youths. Health Minister Adrian Dix said the province's regulations will cover everything from the availability of vaping flavours to the 3790 chars ,2019-11-14T16:52:00Z
Juli Clover,Apple Student Discount Guide Savings for Students and Teachers,"If you're a student or a teacher, you should know that Apple offers educational discounts on a variety of Apple products, along with cheaper Apple Music subscriptions and more. This guide provides details on the educational benefits that you can get from Appl","If you're a student or a teacher, you should know that Apple offers educational discounts on a variety of Apple products, along with cheaper Apple Music subscriptions and more. This guide provides details on the educational benefits that you can get from App 4787 chars ",2019-11-19T21:51:15Z
Vy Tran,Looking to the Future With IDS20 20,IDS Toronto is going to bring a future forward vision to its 20th edition of the show in January 2020 with the theme IDS20 20.,"Next year, the Interior Design Show IDS in Toronto is going to bring a future forward vision to its 20th edition of the show with the theme IDS20 20, which will focus on changing the world through design. IDS Toronto will take place at Metro Toronto Convent 1925 chars ",2019-11-06T15:00:53Z
Maeve Higgins,Its Heartbreaking for Us. Syrian Students Struggle to Study in the U.S.,"Only the brightest kids in the world get into MIT. This fall the class of 2023 had students from all 50 states and 127 foreign countries. If youre looking for statistics about admission, MIT has them by the bucket load, though theyd probably shudder at such","Only the brightest kids in the world get into MIT. This fall the class of 2023 had students from all 50 states and 127 foreign countries. If youre looking for statistics about admission, MIT has them by the bucket load, though theyd probably shudder at such 11938 chars ",2019-11-27T21:25:53Z
St. Albert Gazette,Alberta foggy on vaping St. Albert Today,Alberta foggy on vaping St. Albert Today Heres how vaping is regulated in each province Global News Up in smoke are we wrong about the dangers of vaping The Guardian Severe health warnings on e cigarettes 'may stop smokers from switching to vaping' The Ind,"Local school boards are sounding the alarm on teen vaping and its past time for the province to respond. St. Albert Public Schools, Greater St. Albert Catholic Schools and Red Deer Public Schools took a joint resolution to the Alberta School Boards Associati 2984 chars ",2019-11-20T17:00:00Z
Camille Bains,"Early onset Alzheimer's disease services need to be improved for patients doctors, advocates CTV News","Early onset Alzheimer's disease services need to be improved for patients doctors, advocates CTV News Former MP Lisa Raitt credits John Mann for public journey with early onset Alzheimer's CBC.ca Its like losing an arm Spirit of the West drummer remember","VANCOUVER Being told he was too young to have Alzheimer's disease would always catch Jim Mann off guard, but it was a nurse's comment dismissing his condition that really stung. She looked me up and down and said, 'Well, you look fine,' said Mann, who w 4158 chars ",2019-11-22T17:16:00Z
Jenny Anderson,Finland has the most efficient education system in the world,"Students there ""learn a lot in very little time,"" according to the latest results of an international test of 15 year olds.","Students in some places, like Singapore and Hong Kong, spend a lot of time learning both in and out of school, and it shows they are top performers in PISA, the OECDs test of 15 year olds. Others, like the US, spend a lot of time studying but get middling re 1052 chars ",2019-12-03T08:03:01Z
Rusty Blazenhoff,"""Obscure"" podcasts worth checking out","On Facebook, my friend Joseph Pred asked his pals to recommend their favorite ""obscure"" podcasts, ""Feel free to share even if its on a niche topic or something weird. I like weird."" He got some great responses, so I asked everyone if it was cool to share wit","On Facebook, my friend Joseph Pred asked his pals to recommend their favorite ""obscure"" podcasts, ""Feel free to share even if its on a niche topic or something weird. I like weird."" He got some great responses, so I asked everyone if it was cool to share with 4944 chars ",2019-11-24T11:00:41Z
AFP,"Trump 'so extreme' on climate he's waking people up, Greta Thunberg tells AFP","Swedish teen activist Greta Thunberg said Tuesday that US President Donald Trump's climate change denialism was ""so extreme"" that it had helped galvanize the movement to halt long term planetary warming. The venue was originally in Chile but was shifted becau","Hampton United States AFP Swedish teen activist Greta Thunberg said Tuesday that US President Donald Trump's climate change denialism was ""so extreme"" that it had helped galvanize the movement to halt long term planetary warming. She spoke in an interv 2427 chars ",2019-11-12T23:55:32Z
Dara Kerr,Lyft sued by 20 more women who allege sexual assault by its drivers CNET,"At least 55 women have now filed or joined lawsuits against the ride hailing service, alleging it hasn't done enough to protect passengers from predators.",Dozens of lawsuits have been filed against Lyft over sexual assault allegations. Angela Lang CNET The number of women alleging Lyft hasn't done enough to stop sexual assaults by its driversis growing. Twenty more women joined together in a lawsuit Wednesda 3805 chars ,2019-12-04T20:22:00Z
"Brian Kahn on Earther, shared by Brian Kahn to Gizmodo",How Climate Change Is Erasing the Past,"When Omar El Akkad returned to the playground where he snuck his first kiss as a teenager in Doha, Qatar, he was dismayed to find the swings and slides replaced with skyscrapers and hotels. But the rapid urban transformation of one of the richest countries on","When Omar El Akkad returned to the playground where he snuck his first kiss as a teenager in Doha, Qatar, he was dismayed to find the swings and slides replaced with skyscrapers and hotels. But the rapid urban transformation of one of the richest countries on 10317 chars ",2019-11-22T15:53:00Z
Stav Dimitropoulos,Fighting fire with science,"Wildfires are becoming more and more frequent around the world, making expertise in the field a hot commodity.","Mike Flannigan.Credit Xinli Cai Mike Flannigan is a professor with the Department of Renewable Resources at the University of Alberta, Canada. Here he speaks to Nature about his work and the boom in wildfires worldwide. How did you get into wildfire resear 3153 chars ",2019-12-04T00:00:00Z
Stav Dimitropoulos,Fighting fire with science,"Wildfires are becoming more and more frequent around the world, making expertise in the field a hot commodity.","Mike Flannigan.Credit Xinli Cai Mike Flannigan is a professor with the Department of Renewable Resources at the University of Alberta, Canada. Here he speaks to Nature about his work and the boom in wildfires worldwide. How did you get into wildfire resear 3153 chars ",2019-12-04T00:00:00Z
The Associated Press,"Secret documents reveal inner workings of China's mass detention camps for Uyghurs, other minorities The Globe and Mail","Secret documents reveal inner workings of China's mass detention camps for Uyghurs, other minorities The Globe and Mail Secret documents reveal systematic plan to detain and indoctrinate Muslim minority in western China CBC.ca 'China cables' reveal secrets of","A detention camp in Hotan, in China's Xinjiang province, is seen on Aug. 2, 2019. GILLES SABRI The New York Times News Service The watch towers, double locked doors and video surveillance in the Chinese camps are there to prevent escapes. Uyghurs and othe 20984 chars ",2019-11-24T18:57:31Z
The Conversation,Why you need to teach your kids about data privacy,"Google recently agreed to pay a US 170 million fine for illegally gathering childrens personal data on YouTube without parental consent, which is a violation under the Childrens Online Privacy Protection Act COPPA . The United States Federal Trade Commissi","Google recently agreed to pay a US 170 million fine for illegally gathering childrens personal data on YouTube without parental consent, which is a violation under the Childrens Online Privacy Protection Act COPPA . The United States Federal Trade Commissio 6589 chars ",2019-11-23T09:00:22Z
Educatorstechnology,Educational Resources to Help Students Learn about Aboriginal People,"Free resource of educational web tools, 21st century skills, tips and tutorials on how teachers and students integrate technology into education","Last month June marked the commemoration of the aboriginal people of Canada First Nations of the West, the Inuit of the North, and the Metis of the East .To this end, iTunes App Store.......read more",2019-11-17T19:19:00Z
https://www.facebook.com/bbcnews,Why France is focused on fighting jihadists in Mali,As Islamist militant violence escalates France wants the the rest of Europe to join the deadly fight.,"Image copyrightGetty ImagesImage caption Malian soldiers operate in difficult terrain where temperatures can climb to around 50C As jihadist violence escalates in Mali, analyst Paul Melly considers if France can persuade the rest of Europe to join the dead 8580 chars ",2019-11-27T00:07:50Z
Seamus Bellamy,Civ VI's Gathering Storm expansion is now available on iOS,"I already purchased Civilization VI's The Gathering Storm expansion for my Mac, becasue of course I did. There's not a lot of games that my 2015 13"" MacBook Pro Retina can play that I enjoyCiv is one of them. I've been farting around with Sid Meir's games si","I already purchased Civilization VI's The Gathering Storm expansion for my Mac, becasue of course I did. There's not a lot of games that my 2015 13"" MacBook Pro Retina can play that I enjoyCiv is one of them. I've been farting around with Sid Meir's games sin 3708 chars ",2019-11-25T14:30:24Z
Science X staff,Research finds short term radon test kits are not effective in measuring radon gas exposure,"As awareness increases about the health danger of radon gas, more people are making the decision to test their homes for the deadly gas. A University of Calgary led study finds the only reliable way to measure exposure to radon gas is with a long term testing","As awareness increases about the health danger of radon gas, more people are making the decision to test their homes for the deadly gas. A University of Calgary led study finds the only reliable way to measure exposure to radon gas is with a long term testing 3714 chars ",2019-12-04T15:08:39Z
