Tweet,message,match,polarity
2840,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2841,rt nysednews congratulations to shannon tahoe who will serve as acting commissioner of education amp president of the university of the sta,congratulations,positive
2842,"rt essayjack want to the university you want to go to better before taking the leap there might just be an app for that, now. ",better,positive
2843,"rt miss mcinerney gavin williamson claims to be the first education secretary to have attended fe college, in his times piece today. davi",miss,negative
2844,"rt ussbriefs ""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion around he",remarkable,positive
2845,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2846,"join us postdoctoral fellowship opportunity in aids prevention at the university of california, san francisco ",None,neutral
2847,rt jacobinmag the university and college union has called an eight day strike across britains universities starting on november 25. insp,strike,negative
2848," profamirattaran and the worst part about this is i do have a university education, professional designation and a ",worst,negative
2849,"free education university gt gt how to get grants for trade or vocational school, community colleges, or a university ",free,positive
2850,rt firesmartcanada is your community concerned about wildfire firesmart canada amp its partners offer 500 to help you educate your neigh,concerned,negative
2851, bubbleyoongz its just a simple and general term that we all use when we go to a school with higher education afte ,None,neutral
2852,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2853,rt elizabethheng i grew up poor and in inner city schools. i had to work 2x as hard to get out of the ghetto and then 2x as hard to make,ghetto,negative
2854,rt jofrhwld i don't want to strike. i wish the people who run this sector had respect for the people who make the sector work. but they d,respect,positive
2855,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2856,"rt esjfcemeteries today, our educational projects officer is in lviv attending the workshop ""how to teach multiethnic and transnational h",None,neutral
2857," attention bachelor of education students who are planning to transfer to the university of alberta elementary, s ",None,neutral
2858,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2859,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2860,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2861,rt cityofoxfordcol do you dream of going to university but don't quite have the qualifications our access to he courses are designed to,None,neutral
2862,rt jofrhwld i don't want to strike. i wish the people who run this sector had respect for the people who make the sector work. but they d,respect,positive
2863,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2864,"rt rachelleingang indigenous ua students said robbins remarked he didn't want to ""pull an elizabeth warren,"" but he took a dna test that",None,neutral
2865,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2866,"rt calderdalecol if youd like to study in our university centre and make your future happen like laura, visit our higher education open",like,positive
2867,rt independent strikes at 60 universities to hit more than a million students ,None,neutral
2868,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2869,rt drvickylewis stuart rennie sjrconsulting1 observes that competition for education opportunities in africa is hotting up. numerous del,None,neutral
2870,marketing firm breaks down personas of adult learners to help colleges recruit better by ,None,neutral
2871,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2872,the university of portsmouth have received national recognition aspih2019 for involving patients in education by t ,None,neutral
2873,rt jillcoltonfree here's a glimpse into what the future looks like in canada with a chinese majority. but keep up that mass immigration ,like,positive
2874,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2875,are you considering applying to the university of california use this resource as a guide when filling out the und ,None,neutral
2876,"want to the university you want to go to better before taking the leap there might just be an app for that, now. ",better,positive
2877,"imagine free university education, with these kids spending your money to go and learn about this crap ",None,neutral
2878,rt bigboumabrand blessed to announce i have committed to attend the university of nebraska omaha in january to further my education and s,None,neutral
2879,rt cdc indyscot islandviewer joannaccherry can you explain why english students pay massive fees in england while scotland provides fre,None,neutral
2880,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2881," lomac92 youre terribly wrong, and all those claims are false, belied by data from sources such as statistics cana ",terribly,negative
2882,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2883,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2884,were gearing up to livestream our last diversity lecture of the year you wont want to miss it head to our face ,miss,negative
2885,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
2886,rt mos mea india is fast emerging as a preferred destination for higher education for foreign students wish the 600 plus foreign student,fast,positive
2887,rt firesmartcanada is your community concerned about wildfire firesmart canada amp its partners offer 500 to help you educate your neigh,concerned,negative
2888,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2889,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2890,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2891,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2892,is your community concerned about wildfire firesmart canada amp its partners offer 500 to help you educate your ne ,concerned,negative
2893,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2894, ahmadrspidle waddellrich unc good for you amp you should be proud. but many unc alums were left dumbfounded when ,dumbfounded,positive
2895,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2896,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2897,"rt ussbriefs ""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion around he",remarkable,positive
2898,"rt enniechipembere thanks brian. what is critical in life is to have the necessary education, mental growth, social grooming, networkin",critical,negative
2899,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2900,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2901,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2902,"rt uazmedphx more than 4,600 leaders from medical schools and teaching hospitals in the u.s. and canada will converge in phoenix nov. 8 1",None,neutral
2903,"rt usg ecampus explore online offerings at albany state university, now ranked among the most affordable online colleges by sr education",affordable,positive
2904,"rt uazmedphx more than 4,600 leaders from medical schools and teaching hospitals in the u.s. and canada will converge in phoenix nov. 8 1",None,neutral
2905,rt jillcoltonfree here's a glimpse into what the future looks like in canada with a chinese majority. but keep up that mass immigration ,like,positive
2906,rt meghdootindia the best universities in the world education 1. oxford 2. california institute technology 3. cambridge 4. s,best,positive
2907,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2908,rt theworldindex the top 10 countries for future skills education 1. finland 2. switzerland 3. new zealand 4. sweden 5. canada,top,positive
2909, please joins us for the top stories this month here at trio student support services foll ,support,positive
2910,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2911,rt jacobinmag the university and college union has called an eight day strike across britains universities starting on november 25. insp,strike,negative
2912,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
2913,rt elizabethheng i grew up poor and in inner city schools. i had to work 2x as hard to get out of the ghetto and then 2x as hard to make,ghetto,negative
2914,rt ptiofficial a great many students have had to quit education or leave their desired field of study just b c they cant afford universi,afford,positive
2915,rt theworldindex the top 10 countries for future skills education 1. finland 2. switzerland 3. new zealand 4. sweden 5. canada,top,positive
2916,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
2917,"thanks to bmw group canada, our students in the collision repair sector can fuel their education with scholarship o ",None,neutral
2918,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2919,free education university is a 17 course curriculum that teaches you how to find the right financial opportunitie ,right,positive
2920,were striking to save britains universities ,striking,positive
2921,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2922,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
2923,here's a glimpse into what the future looks like in canada with a chinese majority. but keep up that mass immigrati ,like,positive
2924,rt coecentennial learn what it takes to become a successful entrepreneur as a newcomer to canada during entrepreneurship pathways for int,successful,positive
2925,hone your vocal or conducting skills with a 55 minute private lesson with one of our world class harmony university ,harmony,positive
2926,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2927,powerful journalism by courtneyltanner who worked hard on this for months. how the uutah's police department trea ,worked,positive
2928,"rt opendemocracy at university, soniasodha was a vocal campaigner for free higher education. but she has since changed her mind about a",free,positive
2929,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2930,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2931,as a nurse in vancouver i don't have a ton of sympathy for transit workers. fyi a bus driver with zero post secon ,None,neutral
2932,rt jacobinmag the university and college union has called an eight day strike across britains universities starting on november 25. insp,strike,negative
2933,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2934,rt gwtweets share your thoughts about the future of the university. students are invited to attend the high quality undergraduate educati,None,neutral
2935,rt ontliberal making student fees optional threatens campus services and clubs. the conservatives' student choice initiative is no repl,None,neutral
2936,"rt amplifycapital education amp opportunity university, way overrated, many r damaging. you can learn so much on line, study anything.",None,neutral
2937,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2938, kayandskittles tech faq ryanberesford10 temakimano kambufojoe emily leedham i mean. i already am a third yea ,None,neutral
2939,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2940,i think its rly great 2 see older ppl furthering their education at my university . it would b even greater if the ,great,positive
2941,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2942, janetwhoteaches north resists my thinking is that theres some sort of republican fiddling with canadas conserva ,None,neutral
2943,rt labourstartcane on education workers to announce on monday result of contract ratification vote g amp m ,None,neutral
2944,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
2945,rt homage a premium placed on education. a premium placed on toughness. and a premium placed on team. coachurbanmeyer shop osu h,homage,positive
2946,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2947,"rt ussbriefs ""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion around he",remarkable,positive
2948,bing blogs bing maps goes digital hollywood university with mvp daisuke yamazaki ,None,neutral
2949,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2950,rt wef which countries have the most doctoral graduates education university ,None,neutral
2951,rt chemleedsuni dr barry ryan cbs lecturer from the technological university dublin will give a talk on his research in chemistry educa,None,neutral
2952,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2953,"rt ussbriefs ""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion around he",remarkable,positive
2954, c resists kennuck the permanently campaigning party of canada. thats the most they know about governing. as thei ,None,neutral
2955,rt jeannemartin25 wow university of cambridge accepts 6 million shell donation for oil extraction research what about the paris a,wow,positive
2956,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2957,"rt ussbriefs ""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion around he",remarkable,positive
2958,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2959," dionysiaca pizzicando if i wanted to continue my education and get a master's or ph.d, i would have to go to a ",None,neutral
2960,"rt miss mcinerney gavin williamson claims to be the first education secretary to have attended fe college, in his times piece today. davi",miss,negative
2961,"rt ussbriefs ""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion around he",remarkable,positive
2962,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2963,"rt mbmayor we are creating a world class healthcare experience in vaughan with a new venturelabca innovation space, mackenziehealth vau",innovation,positive
2964, ashirazeemgill 3 n indian consulate ao tht they cn issue me visa in charity and humiliate entire pakistanis is t ,humiliate,negative
2965,"rt treatyofficesk laurentian universitys path to reconciliation is trilingual the university in sudbury, ont., now has three languages",reconciliation,positive
2966,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2967,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2968,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
2969,"rt mrmujtabaasghar this called real education, real women empowerment i salute your real university your mom chocolate9881 ",salute,positive
2970,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2971,"are we getting a refund for the 8 days weve paid for it amounts to approx 300, plus 135 accommodation rent. wil ",refund,positive
2972,"congratulations to recipients of the northwood university education management award, and those who received their ",congratulations,positive
2973, 1realjoeyb i'm coming all the way from university of education winneba on 23 to see albert... we rage ,rage,negative
2974,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2975, dionysiaca pizzicando college and university are mostly the same thing. colleges tend to be smaller with a more l ,None,neutral
2976,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
2977,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
2978,"rt ussbriefs ""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion around he",remarkable,positive
2979,"""this strike, even more than the previous one, is truly a remarkable moment amp one thats changing the discussion ",remarkable,positive
2980,rt antoinettemose juliabell it infiltrates every aspect of university life until you feel that all you are meant to do is enable people,None,neutral
2981,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2982,made it to the school website ,None,neutral
2983,rt kadassembly day6 kdyear2020budgetdefense ministry of education state universal basic education board kaduna state library board,None,neutral
2984,rt jacobinmag the upcoming ucu strike will bring the privatization and neoliberalization of education back to the heart of discussions in,strike,negative
2985,rt meghdootindia the best universities in the world education 1. oxford 2. california institute technology 3. cambridge 4. s,best,positive
2986,rt meghdootindia the best universities in the world education 1. oxford 2. california institute technology 3. cambridge 4. s,best,positive
2987,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2988,rt jacobinmag the university and college union has called an eight day strike across britains universities starting on november 25. insp,strike,negative
2989,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2990,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
2991,rt grahamhturner bang on in relation to mental health among university staff see ,None,neutral
2992,"rt zuby215 fully funded scholarships at the dept of geography, university of bonn, germany. msc in geography of environmental risks amp hu",risks,negative
2993,"rt gacrs comfirmed sponsor joshua aaron, former chairman, abac college republicans joshua aaron is a graduate of abac and the universi",None,neutral
2994,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2995,"rt cathymarkskrpan my new book, teaching math with meaning is available through pearson education canada. please use the promo code lear",available,positive
2996,rt elizabethheng i grew up poor and in inner city schools. i had to work 2x as hard to get out of the ghetto and then 2x as hard to make,ghetto,negative
2997,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
2998,"rt docrussjackson academics have experienced a huge increase in work intensification, year on year, for many years, amp university staff wi",work,positive
2999,please rt gt gt free education university how to graduate debt free get 75 off for a limited time link in bio ,limited,negative
3000,rt chowell87 super excited to announce my commitment to continue my education and track amp field career at the university of minnesota t,commitment,positive
3001,a premium placed on education. a premium placed on toughness. and a premium placed on team. coachurbanmeyer ,None,neutral
3002,"rt virtualpenny ""we uploaded, copied, and synced our datamanagement with commvault using azure data box in a third of the time it woul",None,neutral
3003,rt jeromeroos a spokesperson for cambridge zero carbon said the university had been hijacked by the fossil fuel industry. fossil fuel,None,neutral
3004," stormzy the itch1980 it's because they talk in the right manner and accent, are educated at certain schools and g ",educated,positive
3005,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3006,"rt artandeducation boston university college of fine arts school of visual arts invites applications to its mfa painting, sculpture, grap",fine,positive
3007,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
3008,"explore online offerings at albany state university, now ranked among the most affordable online colleges by sr edu ",affordable,positive
3009,rt observerug heres why uganda needs boda boda riding schools. since our safe boda riders and uber drivers are university degree holder,safe,positive
3010,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3011, shell has given 6m to fund the work of the universitys magnetic resonance research group amid a concerted campai ,work,positive
3012,"from vanessamiller12 apart from the specifics of the individual cases, the problem is th ",problem,negative
3013,rt jeromeroos a spokesperson for cambridge zero carbon said the university had been hijacked by the fossil fuel industry. fossil fuel,None,neutral
3014,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
3015,"join the fayetteville state university team see our latest education job openings, including ""post doctoral fello ",None,neutral
3016,rt matthewluna super excited to announce i have verbally committed to further my education and baseball career at texas tech university,excited,positive
3017,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
3018,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3019,"rt treatyofficesk laurentian universitys path to reconciliation is trilingual the university in sudbury, ont., now has three languages",reconciliation,positive
3020,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3021,the clarion university small business development center sbdc provides entrepreneurs and business owners with edu ,None,neutral
3022,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3023,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3024,"rt usnewseducation in 2018, more than 720,000 international students at all levels studied in canada, marking the largest number ever, ac",None,neutral
3025,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
3026,"rt tracyplayle i know how you all like free stuff, so here's a free 25 minute webinar i created on developing your school, college or uni",free,positive
3027,bang on in relation to mental health among university staff see ,None,neutral
3028,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
3029,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
3030,"in 2018, more than 720,000 international students at all levels studied in canada, marking the largest number ever, ",None,neutral
3031,rt independent strikes at 60 universities to hit more than a million students ,None,neutral
3032,"rt treatyofficesk laurentian universitys path to reconciliation is trilingual the university in sudbury, ont., now has three languages",reconciliation,positive
3033,this is very good. it is about so much more than university staffs' pay and pensions. it is about the future of hig ,None,neutral
3034,"rt perfecteye1882 thanks for setting the standards of excellence, vsu college of education. newest inducted members of kappa delta pi int",None,neutral
3035,"rt uniluiss social science are evolving, but what direction are they leading us in we need to drive this change, dealing with new globa",leading,positive
3036,rt loettapaulsen i see life like one long university education i never had. i learn something every day. richard branson leadership s,like,positive
3037,"rt zuby215 fully funded scholarships at the dept of geography, university of bonn, germany. msc in geography of environmental risks amp hu",risks,negative
3038,"rt uniluiss the italian minister of education, university and research lofioramonti answers some questions about social sciences and inn",None,neutral
3039,"rt janayamcintosh any student out there at salisbury university that wants to get an education and be celebrated for being black, and don",celebrated,positive
3040,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3041,rt catalansforyes major breaking spain has issued an european arrest warrant for the st andrews university professor and former catalan,breaking,negative
3042,rt jacobinmag the upcoming ucu strike will bring the privatization and neoliberalization of education back to the heart of discussions in,strike,negative
3043,rt noririi argonavis from bang dream project be like a band of actually normal good young men who are furthering their education a b,good,positive
3044,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3045,rt jacobinmag the university and college union has called an eight day strike across britains universities starting on november 25. insp,strike,negative
3046,"rt opendemocracy at university, soniasodha was a vocal campaigner for free higher education. but she has since changed her mind about a",free,positive
3047,this is the same guy who said that free university is bad because it devalues education,None,neutral
3048,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
3049,keiseru lakeland delta mu delta inducted new students deltamudelta is a business honorsociety which students m ,None,neutral
3050,"university of northern iowa, dmacc to unveil new 2 2 partnership ",None,neutral
3051,national academies ford foundation dissertation fellowships for achieving excellence in college and university tea ,excellence,positive
3052,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3053,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3054,"rt opendemocracy at university, soniasodha was a vocal campaigner for free higher education. but she has since changed her mind about a",free,positive
3055,rt dananaomymills wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chicago,solidarity,positive
3056,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3057,rt jacobinmag the university and college union has called an eight day strike across britains universities starting on november 25. insp,strike,negative
3058,would have thought someone who has a university education would see the irony of tweeting about being kind in terms ,irony,negative
3059,wrote this for jacobinmag on ucustrike drjogrady leadership in the context of international solidarity esp chic ,chic,positive
3060,university workers vote for eight day strike bbc news ,strike,negative
3061,the parliamentary committee on education has directed the minister of defense adolf mwesigye to present the people ,None,neutral
3062,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3063,rt evmcelhinney great opportunity to join the our gcuparamedicbsc and msc paramedic practice team paramedics p,great,positive
3064,rt jacobinmag the upcoming ucu strike will bring the privatization and neoliberalization of education back to the heart of discussions in,strike,negative
3065,"rt malalafund for deema hiram, the fight for girls' education is personal. she remembers being one of four female students in her class a",None,neutral
3066, mideastrising you see this man posted most religious islamic radical comments in twitter and he want to go out of ,radical,negative
3067,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3068,rt jacobinmag the upcoming ucu strike will bring the privatization and neoliberalization of education back to the heart of discussions in,strike,negative
3069,rt jacobinmag the upcoming ucu strike will bring the privatization and neoliberalization of education back to the heart of discussions in,strike,negative
3070,rt athrofa great to see school and university colleagues from aplpteach presenting our innovative partnership approach to teacher educat,innovative,positive
3071,"rt artandeducation boston university college of fine arts school of visual arts invites applications to its mfa painting, sculpture, grap",fine,positive
3072,i am continuing my visits to canadas most important development partners in burkinafaso plancanada planglobal ,important,positive
3073,"rt zuby215 fully funded scholarships at the dept of geography, university of bonn, germany. msc in geography of environmental risks amp hu",risks,negative
3074,rt tundetash top 10 sites to learn excel for free sites for free online education sites for your career sites to review your re,free,positive
3075,rt bbcscotlandnews university workers vote for eight day strike ,strike,negative
3076,"laurentian universitys path to reconciliation is trilingual the university in sudbury, ont., now has three langua ",reconciliation,positive
3077,rt elizabethheng i grew up poor and in inner city schools. i had to work 2x as hard to get out of the ghetto and then 2x as hard to make,ghetto,negative
3078,"free education university how to find scholarships and grants specifically tailored to your personality type, hob ",free,positive
3079,the upcoming ucu strike will bring the privatization and neoliberalization of education back to the heart of discus ,strike,negative
3080,"at university, soniasodha was a vocal campaigner for free higher education. but she has since changed her mind ab ",free,positive
3081,rt mos mea india is fast emerging as a preferred destination for higher education for foreign students wish the 600 plus foreign student,fast,positive
3082,36 3 excellent support from cambridge university student union. thank you. this is more than just being about he st ,thank,positive
3083,exciting times norquest. thank you to all of our partners from across canada for coming together to drive innovati ,thank,positive
3084,rt jacobinmag the university and college union has called an eight day strike across britains universities starting on november 25. insp,strike,negative
3085,rt meghdootindia the best universities in the world education 1. oxford 2. california institute technology 3. cambridge 4. s,best,positive
3086,rt independent strikes at 60 universities to hit more than a million students ,None,neutral
3087,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3088,rt jofrhwld i don't want to strike. i wish the people who run this sector had respect for the people who make the sector work. but they d,respect,positive
3089,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
3090,rt mos mea india is fast emerging as a preferred destination for higher education for foreign students wish the 600 plus foreign student,fast,positive
3091,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3092,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3093,"rt pttleopardcats more fact in 2018, 1381 of perm green card applicants obtained degrees from this blacklisted university. guess they",None,neutral
3094,rt wearenorth99 step 1 underfund education to the brink of disaster. step 2 use the disaster to justify privatization step 3 rep,disaster,negative
3095,supporting an award winning service. this long standing partnership has been built on good communications and relat ,good,positive
3096,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3097,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3098,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3099,"rt janayamcintosh any student out there at salisbury university that wants to get an education and be celebrated for being black, and don",celebrated,positive
3100,"auburn university is continuing its commitment to encouraging conversations around intellectual diversity, inclusio ",encouraging,positive
3101,rt auntiealicecy 'alarming' chinese meddling at uk universities exposed in report. australia amp canada have found the same..... ,None,neutral
3102,university or organization unu ehs course level msc degree award fully funded nationality developing countries ,award,positive
3103,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3104,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
3105,"n.l. junior kindergarten plan 'progressing,' says education minister ",None,neutral
3106,getting a higher education at cannabis training university dank ,None,neutral
3107,rt wef which countries have the most doctoral graduates education university ,None,neutral
3108,"rt kate mcgartland want to know more about where a college education can take you join us tomorrow night for our first webinar, where yo",None,neutral
3109,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3110,rt theworldindex the top 10 countries for future skills education 1. finland 2. switzerland 3. new zealand 4. sweden 5. canada,top,positive
3111,rt the tuc solidarity with ucu members whove been forced again to take action against rising pension costs and declining pay and condit,None,neutral
3112,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3113,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3114,rt janetwhoteaches ask yourself...why would canada copy a us system of education has a superior education model with much higher re,superior,positive
3115,rt earlyyearshp ecsdnetwork take your seat at the ecsdn research conference. contemporary issues in early childhood research critical p,critical,negative
3116,rt earlyyearshp ecsdnetwork take your seat at the ecsdn research conference. contemporary issues in early childhood research critical p,critical,negative
3117,rt xrebellionuk cambridge university has accepted a multimillion pound donation from shell to fund a team researching oil extraction tech,None,neutral
3118,rt theworldindex the best universities in the world 1. oxford 2. california institute of technology 3. cambridge 4. stanford 5.,best,positive
